time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-02T19:28:58.609Z,25.4405,142.8273,10,4.9,mb,80,90,1.746,0.62,us,us7000npky,2024-11-02T19:52:15.040Z,"Volcano Islands, Japan region",earthquake,10.28,1.876,0.047,142,reviewed,us,us
2024-11-02T18:08:51.452Z,10.4571,-86.2296,10,4.6,mb,79,183,0.903,0.76,us,us7000npkh,2024-11-02T21:32:00.040Z,"45 km WNW of Tamarindo, Costa Rica",earthquake,5.49,1.936,0.061,83,reviewed,us,us
2024-11-02T17:18:04.504Z,-18.4405,-177.5472,551.23,4.5,mb,37,88,3.531,0.54,us,us7000npkd,2024-11-02T17:49:40.040Z,"Fiji region",earthquake,14.13,9.692,0.096,35,reviewed,us,us
2024-11-02T15:33:17.771Z,52.3777,-165.104,9.733,4.5,mb,146,83,1.695,0.43,us,us7000npjx,2024-11-02T16:28:39.040Z,"192 km SSE of Unalaska, Alaska",earthquake,5.34,3.817,0.04,192,reviewed,us,us
2024-11-02T10:19:42.455Z,-6.2562,103.6905,18.849,5.2,mb,69,61,2.02,0.88,us,us7000npiy,2024-11-02T10:53:02.022Z,"196 km WSW of Bandar Lampung, Indonesia",earthquake,7.75,4.374,0.065,79,reviewed,us,us
2024-11-02T08:33:41.320Z,-16.6769,-173.4622,63.464,4.6,mb,22,113,3.194,1.6,us,us7000npij,2024-11-03T05:39:59.040Z,"87 km SSE of Hihifo, Tonga",earthquake,10.36,8.071,0.146,14,reviewed,us,us
2024-11-02T07:42:14.530Z,-29.6606,-71.2425,68.275,5,mb,92,93,0.257,0.82,us,us7000npid,2024-11-16T22:52:23.924Z,"27 km N of La Serena, Chile",earthquake,5.07,3.493,0.031,323,reviewed,us,us
2024-11-02T06:27:32.595Z,21.227,121.029,16.672,5,mb,43,119,2.096,0.83,us,us7000nphz,2024-11-02T07:12:42.040Z,"90 km SSE of Hengchun, Taiwan",earthquake,9.68,5.68,0.068,68,reviewed,us,us
2024-11-02T05:50:52.276Z,41.5266,79.4209,10,4.7,mb,39,62,1.8,1.11,us,us7000nphu,2024-11-02T06:28:46.040Z,"81 km WNW of Aksu, China",earthquake,8.01,1.854,0.093,35,reviewed,us,us
2024-11-02T05:03:54.852Z,-17.9649,-178.4687,580.061,5.3,mb,89,41,2.54,1.05,us,us7000nphp,2024-11-05T08:09:55.040Z,"234 km E of Levuka, Fiji",earthquake,11.06,8.381,0.037,239,reviewed,us,us
2024-11-01T23:00:03.845Z,7.39,126.2387,10,4.5,mb,36,114,0.728,1.23,us,us7000npgq,2024-11-02T01:14:25.802Z,"26 km SSE of Bantacan, Philippines",earthquake,6,1.894,0.107,26,reviewed,us,us
2024-11-01T21:35:46.127Z,33.8434,86.4422,10,4.6,mb,34,90,6.106,0.85,us,us7000npga,2024-11-01T21:58:43.040Z,"western Xizang",earthquake,11.23,1.908,0.104,28,reviewed,us,us
2024-11-01T21:13:20.247Z,8.9284,40.2229,10,4.6,mb,50,246,3.654,0.66,us,us7000npg7,2024-11-02T20:51:43.987Z,"8 km SE of Āwash, Ethiopia",earthquake,14.45,1.999,0.084,42,reviewed,us,us
2024-11-01T20:01:14.785Z,36.221,70.5216,118.427,4.8,mb,170,34,2.212,0.82,us,us7000npg1,2024-11-02T15:23:39.040Z,"71 km ESE of Farkhār, Afghanistan",earthquake,8.43,5.228,0.042,175,reviewed,us,us
2024-11-01T18:55:29.365Z,8.9656,40.0827,10,4.6,mb,107,63,10.415,0.53,us,us7000npfn,2024-11-02T15:15:24.165Z,"9 km WSW of Āwash, Ethiopia",earthquake,10.19,1.867,0.056,98,reviewed,us,us
2024-11-01T17:19:13.455Z,-0.5368,125.8548,37.046,5.4,mb,235,18,1.994,0.6,us,us7000npf5,2024-11-02T17:22:30.589Z,"168 km N of Sanana, Indonesia",earthquake,5.91,4.379,0.04,214,reviewed,us,us
2024-11-01T14:16:51.139Z,35.8463,140.81,43.395,4.6,mwr,72,121,2.215,0.69,us,us7000npc6,2024-11-01T14:59:25.040Z,"12 km N of Hasaki, Japan",earthquake,7.45,5.024,0.071,19,reviewed,us,us
2024-11-01T12:12:11.036Z,25.4208,142.5134,10,4.7,mb,28,132,1.694,0.64,us,us7000npbu,2024-11-02T10:50:24.040Z,"Volcano Islands, Japan region",earthquake,10.26,1.74,0.121,21,reviewed,us,us
2024-11-01T08:48:09.601Z,-2.7306,139.4136,34.058,4.9,mb,31,73,1.306,0.91,us,us7000npbh,2024-11-01T09:07:09.040Z,"136 km W of Abepura, Indonesia",earthquake,8.85,5.356,0.092,37,reviewed,us,us
2024-11-01T08:33:54.707Z,-9.3918,108.8482,18.804,4.6,mb,25,81,2.254,0.93,us,us7000npbg,2024-11-01T08:54:48.040Z,"185 km S of Cilacap, Indonesia",earthquake,7.73,5.162,0.132,17,reviewed,us,us
2024-11-01T08:24:01.601Z,25.2909,142.669,10,4.7,mb,44,125,1.849,0.74,us,us7000npbf,2024-11-01T08:46:48.040Z,"Volcano Islands, Japan region",earthquake,11.1,1.905,0.079,49,reviewed,us,us
2024-11-01T06:53:07.319Z,-23.367,-175.58,49.599,4.9,mb,25,187,6.235,0.72,us,us7000npb8,2024-11-01T07:22:56.040Z,"233 km SSW of ‘Ohonua, Tonga",earthquake,13.23,12.219,0.122,21,reviewed,us,us
2024-11-01T05:38:14.931Z,56.3261,-34.0639,10,5.4,mww,129,35,8.803,0.75,us,us7000npb7,2024-11-02T05:41:50.996Z,"Reykjanes Ridge",earthquake,7.38,1.882,0.052,35,reviewed,us,us
2024-11-01T05:29:02.397Z,-21.1522,-67.9054,165.642,4.9,mb,61,41,1.4,1.13,us,us7000npb4,2024-11-01T05:44:06.040Z,"37 km ENE of Ollagüe, Chile",earthquake,6.44,6.826,0.061,84,reviewed,us,us
2024-11-01T05:24:10.715Z,-18.946,169.1294,229.141,4.6,mb,40,55,3.973,0.86,us,us7000npb3,2024-11-01T06:08:22.040Z,"67 km NNW of Isangel, Vanuatu",earthquake,9.82,6.805,0.061,81,reviewed,us,us
2024-11-01T04:18:52.796Z,29.2769,130.3249,41.042,4.7,mb,39,121,2.228,0.72,us,us7000npax,2024-11-01T04:48:01.040Z,"107 km S of Yudomari, Japan",earthquake,9.62,8.114,0.085,42,reviewed,us,us
2024-11-01T03:00:55.707Z,4.3721,98.1944,10,4.5,mb,21,55,1.506,0.8,us,us7000npai,2024-11-01T21:08:10.040Z,"27 km ESE of Langsa, Indonesia",earthquake,5.71,1.871,0.15,13,reviewed,us,us
2024-11-01T01:25:08.782Z,17.2562,-101.0161,25.521,4.6,mb,40,211,2.359,1.04,us,us7000npa7,2024-11-04T14:38:48.040Z,"8 km SSE of Papanoa, Mexico",earthquake,10.38,8.371,0.051,116,reviewed,us,us
2024-10-31T22:32:58.124Z,-21.1128,-178.7634,586.556,4.5,mb,44,81,4.5,0.55,us,us7000np9p,2024-11-01T00:23:43.040Z,"Fiji region",earthquake,13.04,7.294,0.072,56,reviewed,us,us
2024-10-31T22:24:42.835Z,-19.9447,66.2801,10,5.1,mww,68,55,2.746,0.72,us,us7000np9n,2024-11-01T00:04:09.040Z,"Mauritius - Reunion region",earthquake,4.3,1.764,0.08,15,reviewed,us,us
2024-10-31T20:51:59.452Z,43.8955,149.117,10,5.2,mb,81,135,4.711,0.89,us,us7000np96,2024-10-31T21:22:10.040Z,"177 km SSE of Kuril’sk, Russia",earthquake,10.56,1.885,0.04,209,reviewed,us,us
2024-10-31T20:20:40.540Z,-10.04,151.7835,10,4.7,mb,33,91,4.602,0.69,us,us7000np90,2024-11-01T21:01:39.662Z,"138 km ENE of Samarai, Papua New Guinea",earthquake,7.59,1.892,0.111,25,reviewed,us,us
2024-10-31T17:46:28.610Z,-6.937,155.4395,50.582,5.3,mww,79,34,4.251,0.6,us,us7000np8b,2024-10-31T18:05:18.040Z,"68 km S of Panguna, Papua New Guinea",earthquake,8.13,5.207,0.075,17,reviewed,us,us
2024-10-31T16:18:16.120Z,23.5714,121.5974,10,5.2,mb,54,45,0.889,0.99,us,us7000np7y,2024-11-01T11:44:09.690Z,"44 km S of Hualien City, Taiwan",earthquake,5.26,1.852,0.054,112,reviewed,us,us
2024-10-31T13:12:53.977Z,42.9556,145.4577,93.417,4.5,mb,22,142,1.944,1.04,us,us7000np6i,2024-10-31T14:22:24.040Z,"41 km SSW of Nemuro, Japan",earthquake,10.06,8.116,0.125,19,reviewed,us,us
2024-10-31T08:52:51.771Z,-49.9162,126.9749,10.903,4.7,mb,30,112,15.656,0.62,us,us7000np5x,2024-10-31T09:09:31.040Z,"western Indian-Antarctic Ridge",earthquake,13.26,5.047,0.104,28,reviewed,us,us
2024-10-31T06:02:23.926Z,-18.8898,-177.9106,503.106,5.1,mb,75,74,3.532,0.66,us,us7000np5i,2024-10-31T06:16:25.040Z,"Fiji region",earthquake,13.54,7.946,0.094,37,reviewed,us,us
2024-10-31T05:44:44.881Z,-48.8984,121.3782,10,5.2,mww,53,65,16.254,0.48,us,us7000np5g,2024-10-31T06:09:00.040Z,"western Indian-Antarctic Ridge",earthquake,11.17,1.881,0.093,11,reviewed,us,us
2024-10-31T05:21:48.005Z,-14.9999,-71.867,126.559,4.5,mb,26,152,3.447,0.77,us,us7000np5a,2024-10-31T06:34:24.040Z,"39 km SSE of Cayarani, Peru",earthquake,13.7,9.396,0.089,37,reviewed,us,us
2024-10-31T05:15:53.433Z,52.3009,159.6162,55.148,4.8,mb,59,125,0.933,0.86,us,us7000np59,2024-10-31T05:32:59.040Z,"107 km SE of Vilyuchinsk, Russia",earthquake,9.94,7.12,0.075,55,reviewed,us,us
2024-10-31T02:56:40.767Z,-22.962,-179.8161,567.499,4.5,mb,28,126,5.562,0.81,us,us7000np4w,2024-10-31T03:15:52.040Z,"south of the Fiji Islands",earthquake,15.37,10.518,0.1,29,reviewed,us,us
2024-10-30T23:47:24.357Z,4.6878,127.4965,120.687,4.6,mb,51,107,3.039,0.69,us,us7000np45,2024-10-31T00:03:03.040Z,"235 km SE of Pondaguitan, Philippines",earthquake,9.35,5.902,0.078,49,reviewed,us,us
2024-10-30T21:39:07.062Z,19.0488,121.2583,10,4.7,mb,74,114,3.754,0.62,us,us7000np3w,2024-10-30T21:59:11.040Z,"49 km NNE of Namuac, Philippines",earthquake,9.56,1.777,0.064,73,reviewed,us,us
2024-10-30T20:15:19.955Z,43.544,-127.7993,10,6,mww,95,97,2.73,1.06,us,us7000np33,2024-11-17T01:29:13.455Z,"279 km W of Bandon, Oregon",earthquake,10.58,1.877,0.036,73,reviewed,us,us
2024-10-30T18:49:50.663Z,-11.5147,166.0534,86.836,4.5,mb,38,98,6.349,1.07,us,us7000np2k,2024-10-30T21:29:11.040Z,"91 km SSE of Lata, Solomon Islands",earthquake,11.86,7.226,0.094,33,reviewed,us,us
2024-10-30T13:03:54.109Z,6.4711,126.7558,112.978,4.6,mb,45,118,1.311,0.53,us,us7000np03,2024-10-30T18:14:43.040Z,"64 km SE of Bobon, Philippines",earthquake,10.71,6.205,0.094,35,reviewed,us,us
2024-10-30T12:18:52.635Z,-4.4502,150.0872,521.212,6,mww,97,19,2.086,0.84,us,us7000nnz9,2024-10-31T17:46:44.040Z,"121 km N of Kimbe, Papua New Guinea",earthquake,7.86,7.895,0.052,36,reviewed,us,us
2024-10-30T11:43:21.501Z,-24.2892,-67.128,196.121,4.9,mb,36,62,1.643,0.8,us,us7000nnz6,2024-11-17T01:45:25.525Z,"82 km W of San Antonio de los Cobres, Argentina",earthquake,10.15,8.628,0.081,47,reviewed,us,us
2024-10-30T08:59:09.119Z,-25.2279,-178.7697,387.282,4.9,mb,41,114,4.071,1.27,us,us7000nnyz,2024-10-30T09:16:42.040Z,"south of the Fiji Islands",earthquake,13.21,10.078,0.096,34,reviewed,us,us
2024-10-30T06:14:26.486Z,36.0975,139.7772,74.849,4.7,mb,25,128,1.342,0.47,us,us7000nnyg,2024-10-30T15:37:44.818Z,"2 km W of Sakai, Japan",earthquake,6.88,9.468,0.183,9,reviewed,us,us
2024-10-30T02:38:18.393Z,-1.5546,123.4017,10,4.5,mb,15,103,0.81,0.55,us,us7000nnxr,2024-10-31T02:01:26.040Z,"95 km SE of Luwuk, Indonesia",earthquake,5.9,1.928,0.18,9,reviewed,us,us
2024-10-30T02:18:42.114Z,38.263,74.1587,131.447,4.5,mb,54,206,3.805,0.6,us,us7000nnxq,2024-10-31T01:42:52.040Z,"19 km ENE of Murghob, Tajikistan",earthquake,10.14,10.271,0.085,40,reviewed,us,us
2024-10-29T23:44:31.261Z,-26.305,71.5562,10,4.7,mb,26,81,40.953,0.8,us,us7000ns1e,2024-11-17T04:44:16.040Z,"Mid-Indian Ridge",earthquake,14.21,1.859,0.123,20,reviewed,us,us
2024-10-29T21:49:16.763Z,7.3345,-71.8717,10,4.7,mb,36,126,1.871,0.61,us,us7000nnx8,2024-10-29T22:29:00.040Z,"44 km NE of Cubará, Colombia",earthquake,5.33,1.915,0.063,77,reviewed,us,us
2024-10-29T18:46:45.382Z,-12.337,-14.757,10,5,mb,40,108,4.394,0.56,us,us7000nnwd,2024-10-29T19:10:56.040Z,"southern Mid-Atlantic Ridge",earthquake,14.33,1.902,0.093,37,reviewed,us,us
2024-10-29T18:44:26.491Z,-13.0812,166.3824,43.724,4.5,mb,24,130,7.276,1.21,us,us7000nnwb,2024-10-29T19:49:31.040Z,"154 km NW of Sola, Vanuatu",earthquake,11.24,7.027,0.125,19,reviewed,us,us
2024-10-29T17:32:51.709Z,-59.6938,-27.3994,152.712,5.1,mb,115,70,15.523,0.63,us,us7000nnvq,2024-10-29T17:50:42.040Z,"South Sandwich Islands region",earthquake,10.99,6.785,0.055,113,reviewed,us,us
2024-10-29T16:43:26.840Z,33.3574,30.0546,10,4.5,mb,65,72,2.892,0.77,us,us7000nnvc,2024-10-31T13:36:55.104Z,"219 km N of Rosetta, Egypt",earthquake,6.69,1.88,0.073,63,reviewed,us,us
2024-10-29T16:16:32.705Z,-19.7509,-176.9532,332.484,4.9,mb,105,121,4.777,0.84,us,us7000nnv7,2024-10-31T21:45:02.040Z,"233 km NW of Houma, Tonga",earthquake,10.73,5.761,0.037,241,reviewed,us,us
2024-10-29T16:00:32.105Z,-54.7514,159.0141,17.571,4.7,mb,24,179,0.257,0.38,us,us7000nnv3,2024-10-29T16:46:32.040Z,"Macquarie Island region",earthquake,9.22,4.772,0.126,19,reviewed,us,us
2024-10-29T13:01:42.026Z,-28.7028,-176.8544,42.581,4.8,mb,39,75,1.086,0.78,us,us7000nnsw,2024-10-29T17:05:17.040Z,"Kermadec Islands region",earthquake,9.61,6.943,0.094,42,reviewed,us,us
2024-10-29T12:13:57.708Z,51.7846,157.9069,86.383,4.9,mb,110,118,1.322,0.54,us,us7000nnss,2024-10-29T12:42:53.040Z,"102 km ENE of Ozernovskiy, Russia",earthquake,7.52,4.039,0.03,360,reviewed,us,us
2024-10-29T08:32:45.448Z,-18.1107,-178.157,562.438,5.2,mb,61,42,2.867,1.03,us,us7000nnsg,2024-10-29T08:47:50.040Z,"267 km E of Levuka, Fiji",earthquake,11.16,8.306,0.08,52,reviewed,us,us
2024-10-29T07:45:30.133Z,11.6964,142.2991,16.587,4.9,mb,51,52,3.135,0.67,us,us7000nns7,2024-10-29T08:34:10.040Z,"288 km NE of Fais, Micronesia",earthquake,9.6,4.367,0.061,85,reviewed,us,us
2024-10-29T06:13:05.339Z,-18.6545,169.5019,283.213,5,mb,47,78,4.383,0.66,us,us7000nnrv,2024-10-29T06:37:18.040Z,"100 km NNE of Isangel, Vanuatu",earthquake,11.43,8.821,0.039,210,reviewed,us,us
2024-10-29T04:27:10.553Z,-2.9538,129.6923,10,4.8,mb,45,58,1.572,0.81,us,us7000nnr7,2024-10-30T02:15:49.040Z,"88 km ENE of Masohi, Indonesia",earthquake,2.68,1.858,0.088,40,reviewed,us,us
2024-10-29T02:35:27.930Z,4.7184,96.2377,42.117,4.6,mb,27,91,0.87,0.55,us,us7000nnqs,2024-10-29T03:36:02.040Z,"55 km S of Reuleuet, Indonesia",earthquake,5.1,8.273,0.146,14,reviewed,us,us
2024-10-28T22:33:55.344Z,-26.0045,179.9629,489.115,4.8,mb,62,70,3.73,1.15,us,us7000nnpu,2024-10-28T22:49:08.040Z,"south of the Fiji Islands",earthquake,12.82,8.401,0.091,37,reviewed,us,us
2024-10-28T20:49:39.629Z,-14.3151,167.3755,148.028,4.5,mb,39,161,6.866,0.76,us,us7000nnpf,2024-11-17T14:35:18.040Z,"52 km SSW of Sola, Vanuatu",earthquake,8.67,7.024,0.099,30,reviewed,us,us
2024-10-28T14:35:01.535Z,-10.9909,164.2936,10,4.7,mb,51,120,4.548,0.82,us,us7000nnn1,2024-11-17T16:36:07.040Z,"167 km W of Lata, Solomon Islands",earthquake,5.3,1.868,0.082,45,reviewed,us,us
2024-10-28T13:08:36.561Z,27.8841,94.0163,10,4.7,mb,57,98,6.699,0.61,us,us7000nnml,2024-11-17T16:11:15.173Z,"36 km NNE of Ziro, India",earthquake,9.78,1.891,0.076,52,reviewed,us,us
2024-10-28T13:07:11.065Z,1.5367,97.0761,37.266,4.8,mb,49,112,0.55,0.58,us,us7000nnmk,2024-11-17T15:36:21.040Z,"65 km WNW of Gunungsitoli, Indonesia",earthquake,7.71,3.767,0.096,34,reviewed,us,us
2024-10-28T08:33:36.748Z,-2.7165,151.5955,10,4.7,mb,30,83,1.571,0.4,us,us7000nnll,2024-10-29T08:43:12.040Z,"90 km E of Kavieng, Papua New Guinea",earthquake,7.14,1.832,0.104,28,reviewed,us,us
2024-10-28T07:53:31.113Z,43.4924,83.59,10,4.5,mb,56,97,2.996,0.65,us,us7000nnlg,2024-10-29T12:12:26.040Z,"28 km ENE of Xinyuan, China",earthquake,8.24,1.896,0.089,37,reviewed,us,us
2024-10-28T07:08:41.228Z,7.0011,-76.847,36.065,4.5,mb,103,83,1.537,0.52,us,us7000nnla,2024-10-29T06:56:33.040Z,"3 km NW of Murindó, Colombia",earthquake,5.88,7.478,0.052,110,reviewed,us,us
2024-10-28T05:40:29.307Z,1.8402,126.8486,107.757,4.6,mb,62,74,1.181,0.86,us,us7000nnkx,2024-10-28T07:00:38.040Z,"129 km W of Tobelo, Indonesia",earthquake,7.72,5.307,0.076,52,reviewed,us,us
2024-10-28T03:01:16.311Z,10.5846,-86.0658,43.977,4.7,mb,86,135,1.133,0.49,us,us7000nnk5,2024-10-28T04:27:36.040Z,"40 km NW of Tamarindo, Costa Rica",earthquake,3.95,9.291,0.046,144,reviewed,us,us
2024-10-28T02:46:25.197Z,-25.9186,179.8509,481.253,5,mb,98,44,3.855,0.77,us,us7000nnjz,2024-10-28T17:45:14.385Z,"south of the Fiji Islands",earthquake,10.06,6.19,0.033,299,reviewed,us,us
2024-10-28T02:02:57.639Z,-7.1143,125.7699,473.806,4.8,mb,76,45,3.812,0.62,us,us7000nnjr,2024-10-28T02:51:07.813Z,"156 km N of Metinaro, Timor Leste",earthquake,9.41,6.445,0.068,67,reviewed,us,us
2024-10-28T00:14:44.985Z,4.9065,-82.6777,10,4.9,mww,43,152,3.539,1.03,us,us7000nnja,2024-10-28T00:29:08.040Z,"south of Panama",earthquake,11.14,1.95,0.063,24,reviewed,us,us
2024-10-27T22:06:33.387Z,-17.8848,-178.1657,621.325,4.9,mb,96,55,2.74,0.87,us,us7000nnix,2024-10-27T22:24:54.040Z,"267 km E of Levuka, Fiji",earthquake,10.83,7.958,0.031,331,reviewed,us,us
2024-10-27T21:16:14.227Z,-22.0233,-68.6679,130.716,4.7,mb,43,62,0.579,1.14,us,us7000nnit,2024-10-27T21:34:12.040Z,"54 km NNE of Calama, Chile",earthquake,6.2,5.242,0.1,30,reviewed,us,us
2024-10-27T20:58:16.601Z,-1.9279,137.4524,10,4.7,mww,31,72,3.3,0.82,us,us7000nniq,2024-11-16T14:53:59.040Z,"173 km ESE of Biak, Indonesia",earthquake,9.48,1.868,0.089,12,reviewed,us,us
2024-10-27T17:07:10.380Z,37.6331,36.0114,10,4.9,mww,96,56,0.27,0.74,us,us7000nni1,2024-11-16T14:39:26.932Z,"21 km SSE of Feke, Turkey",earthquake,4.32,1.859,0.061,26,reviewed,us,us
2024-10-27T15:56:21.504Z,5.7602,126.6937,10.286,4.6,mb,28,185,1.709,0.91,us,us7000nnhw,2024-10-30T07:26:34.461Z,"87 km SE of Pondaguitan, Philippines",earthquake,10.31,5.735,0.129,21,reviewed,us,us
2024-10-27T13:35:07.279Z,-1.1095,127.3703,35,4.8,mb,50,83,1.869,0.6,us,us7000nnhg,2024-11-16T20:59:27.040Z,"54 km SSW of Labuha, Indonesia",earthquake,6.38,1.903,0.072,63,reviewed,us,us
2024-10-27T13:32:38.958Z,-1.0864,127.2759,34.57,4.6,mb,41,86,1.848,0.9,us,us7000nnhf,2024-11-16T20:53:47.040Z,"55 km SSW of Labuha, Indonesia",earthquake,4.6,6.053,0.105,31,reviewed,us,us
2024-10-27T13:13:03.503Z,-32.1744,-178.0717,10,4.7,mb,20,152,2.906,0.74,us,us7000nrsl,2024-11-16T20:48:12.040Z,"south of the Kermadec Islands",earthquake,13.31,1.933,0.142,17,reviewed,us,us
2024-10-27T12:05:23.379Z,38.8445,91.7033,10,4.5,mb,15,264,10.25,0.92,us,us7000nrsx,2024-11-16T13:27:42.040Z,"193 km SSE of Luobupo, China",earthquake,14.8,1.998,0.222,6,reviewed,us,us
2024-10-27T10:21:45.190Z,23.9798,121.6563,30.631,5,mb,65,47,0.201,1.12,us,us7000nngq,2024-11-15T11:21:40.148Z,"5 km E of Hualien City, Taiwan",earthquake,3.44,4.671,0.06,90,reviewed,us,us
2024-10-27T09:50:12.985Z,-23.472,-67.6575,145.309,4.9,mww,53,44,0.706,1.36,us,us7000nngm,2024-11-15T11:32:40.040Z,"83 km SE of San Pedro de Atacama, Chile",earthquake,8.32,5.243,0.075,17,reviewed,us,us
2024-10-27T04:49:49.007Z,54.6412,160.5356,90.891,5.2,mb,92,59,1.969,0.81,us,us7000nnff,2024-11-15T00:27:22.040Z,"121 km SSE of Atlasovo, Russia",earthquake,9.88,6.115,0.022,676,reviewed,us,us
2024-10-27T00:31:15.345Z,23.8912,-46.3543,10,5,mb,110,127,15.696,0.73,us,us7000nneu,2024-10-27T00:49:47.040Z,"northern Mid-Atlantic Ridge",earthquake,6.9,1.868,0.038,216,reviewed,us,us
2024-10-26T15:52:03.526Z,2.1685,121.7549,557.563,4.6,mb,39,79,1.432,1.01,us,us7000nnck,2024-10-26T16:13:23.040Z,"231 km NW of Gorontalo, Indonesia",earthquake,12.99,9.202,0.097,32,reviewed,us,us
2024-10-26T14:21:55.944Z,-8.4236,119.858,179.386,4.6,mb,51,69,2.363,1.14,us,us7000nnc7,2024-11-16T20:35:53.040Z,"8 km NNW of Labuan Bajo, Indonesia",earthquake,8.46,4.958,0.08,47,reviewed,us,us
2024-10-26T12:56:21.744Z,-7.0352,129.1733,185.31,4.6,mb,49,79,2.6,0.59,us,us7000nnbu,2024-10-26T13:19:45.040Z,"290 km NE of Lospalos, Timor Leste",earthquake,7.59,7.439,0.079,47,reviewed,us,us
2024-10-26T12:22:02.675Z,9.0865,39.9241,10,4.8,mb,76,100,3.764,0.75,us,us7000nnhu,2024-10-27T16:17:20.186Z,"20 km N of Metahāra, Ethiopia",earthquake,10.91,1.897,0.071,62,reviewed,us,us
2024-10-26T12:21:38.880Z,9.0948,39.919,10,4.7,mb,59,92,3.762,0.72,us,us7000nnhs,2024-10-27T16:17:37.211Z,"21 km N of Metahāra, Ethiopia",earthquake,7.83,1.879,0.077,51,reviewed,us,us
2024-10-26T08:35:57.316Z,40.941,84.0086,10,5.1,mb,100,76,4.123,0.57,us,us7000nnak,2024-10-26T08:52:09.040Z,"124 km SE of Kuqa, China",earthquake,9.03,1.866,0.046,152,reviewed,us,us
2024-10-26T07:23:56.000Z,-50.2584,69.3776,10,5.2,mb,53,68,1.057,0.7,us,us7000nnai,2024-10-26T08:19:03.597Z,"117 km SSW of Port-aux-Français, French Southern Territories",earthquake,7.62,1.873,0.078,54,reviewed,us,us
2024-10-26T01:21:57.916Z,12.6601,-88.114,60.411,4.8,mb,53,135,0.829,0.94,us,us7000nn9u,2024-11-14T21:48:23.152Z,"59 km S of Intipucá, El Salvador",earthquake,5.29,7.638,0.028,390,reviewed,us,us
2024-10-25T21:55:37.423Z,7.6813,-82.2226,30.712,4.7,mb,85,148,1.306,1,us,us7000nn8v,2024-10-25T22:21:50.040Z,"59 km S of Boca Chica, Panama",earthquake,7.03,4.6,0.067,67,reviewed,us,us
